,Trending,Random,Seasonal,Random_Seasonal,Trending_Random,Trending_Random_Seasonal
2024-01-01 00:54:00,95.72,101.38483861933486,98.75655056417573,99.32853585683176,98.02368640301209,98.17059757042114
2024-01-01 00:55:00,95.73333333333333,102.56048026347395,98.45491502812527,98.80000470483272,97.23628472211522,97.89466117177038
2024-01-01 00:56:00,95.74666666666667,98.07342655928846,98.15937723657662,98.29363490778923,97.33205701616974,97.85478243539818
2024-01-01 00:57:00,95.76,100.10575921168048,97.87110354217464,98.26474587162029,98.55702696882007,98.1429548144677
2024-01-01 00:58:00,95.77333333333334,98.92654189931712,97.59123162949142,98.6617265446358,98.07437031906224,97.53488986091425
2024-01-01 00:59:00,95.78666666666666,101.5187125564881,97.32086602510502,98.45030394045372,97.51959742994528,98.14052308148287
2024-01-01 01:00:00,95.8,100.61374518388153,97.06107373853763,98.04411152618115,98.3202067968259,98.12144315304762
2024-01-01 01:01:00,95.81333333333333,97.40083668863751,96.81288005125656,98.58582748385749,98.46693163162426,97.78361009137075
2024-01-01 01:02:00,95.82666666666667,100.86697908241015,96.57726447035655,98.51743766859192,98.25906877565853,97.54259167240455
2024-01-01 01:03:00,95.84,99.18246182957228,96.35515686289294,98.88887675285542,98.01053951605,97.3534352454177
2024-01-01 01:04:00,95.85333333333334,99.83896617315196,96.14743378612106,97.7424110971278,98.43935337964486,97.15766150734538
2024-01-01 01:05:00,95.86666666666667,98.04305087245075,95.95491502812527,97.81395374630097,97.6706061162586,97.38296896213235
2024-01-01 01:06:00,95.88,100.26986778575086,95.77836037248993,98.34791093745585,98.35164383639254,97.36448584837456
2024-01-01 01:07:00,95.89333333333333,100.84899453843107,95.61846659978067,97.69692844707335,97.62975375803525,96.76717584456543
2024-01-01 01:08:00,95.90666666666667,99.55231189815416,95.4758647376699,97.39981392537217,97.99504158871807,96.83256804413504
2024-01-01 01:09:00,95.92,98.67099920119354,95.35111757055874,97.08204801675777,97.34355243555298,97.46950082694929
2024-01-01 01:10:00,95.93333333333334,98.77249497882849,95.24471741852423,98.57224121502716,97.9924894064323,97.21798831979676
2024-01-01 01:11:00,95.94666666666667,100.91447075440898,95.15708419435684,97.54042240082984,97.41965719068759,96.9455038767152
2024-01-01 01:12:00,95.96,101.18816328170266,95.08856374635656,97.94838581502302,97.30028111104176,96.87714157540478
2024-01-01 01:13:00,95.97333333333333,100.2108832228803,95.03942649342761,97.03422522249974,98.14775433983044,97.36129433713154
2024-01-01 01:14:00,95.98666666666666,99.97304592850527,95.00986635785864,98.77482067248638,98.62535466644863,97.10528659399858
2024-01-01 01:15:00,96.0,100.27006537600515,95.0,97.02364656246496,97.90523075336256,96.97108819609183
2024-01-01 01:16:00,96.01333333333334,100.94756420058859,95.00986635785864,97.58143375809996,98.00590090812102,97.26941268226928
2024-01-01 01:17:00,96.02666666666667,99.57536936710576,95.03942649342761,97.06848784707286,98.2547336624639,97.1423573890322
2024-01-01 01:18:00,96.04,99.9885867334476,95.08856374635656,96.78869647250073,97.99933094529325,97.25266464676203
2024-01-01 01:19:00,96.05333333333333,100.25083786045892,95.15708419435684,97.33165683023734,98.79050545542165,97.33405244026886
2024-01-01 01:20:00,96.06666666666666,100.25756463535188,95.24471741852423,98.33660180156502,97.4684275509879,97.31302788571607
2024-01-01 01:21:00,96.08,101.33688239066484,95.35111757055874,97.44511807136139,98.20944651981792,96.96374584706426
2024-01-01 01:22:00,96.09333333333333,100.80594937442864,95.4758647376699,97.79259200918284,98.63660573980226,97.02104614366401
2024-01-01 01:23:00,96.10666666666667,100.47858826225037,95.61846659978069,98.24280460886294,97.88084558417174,97.45511668075487
2024-01-01 01:24:00,96.12,100.63557921369144,95.77836037248993,97.92701694009618,97.90527231873598,97.78644602166251
2024-01-01 01:25:00,96.13333333333334,100.75096190073532,95.95491502812526,97.55215616384538,97.44869276258547,97.54109615501488
2024-01-01 01:26:00,96.14666666666666,100.26075671344238,96.14743378612106,98.20492726058175,98.76273538095502,97.43715425962391
2024-01-01 01:27:00,96.16,99.00844512851248,96.35515686289294,98.08400538416876,98.10778791592003,96.7623959453092
2024-01-01 01:28:00,96.17333333333333,98.44700347160153,96.57726447035655,98.56406146074877,97.75963503155438,97.46266832245199
2024-01-01 01:29:00,96.18666666666667,100.45912934461664,96.81288005125656,98.68006767915082,98.08485962710924,97.66366091837267
2024-01-01 01:30:00,96.2,101.13488117114304,97.06107373853763,98.73383998844554,98.14955188155005,97.54815083907108
2024-01-01 01:31:00,96.21333333333334,100.1368876660628,97.32086602510502,98.47813655808484,98.83368420944717,97.21709917174137
2024-01-01 01:32:00,96.22666666666666,99.92060299132386,97.59123162949142,98.84552681143569,97.60529118691457,97.5749386435544
2024-01-01 01:33:00,96.24,99.09450225858409,97.87110354217464,98.551678457844,97.94644921017263,98.51115771749268
2024-01-01 01:34:00,96.25333333333333,101.33263824284943,98.15937723657662,99.31907338041407,98.33466727111548,98.54152652613347
2024-01-01 01:35:00,96.26666666666667,99.90441142423624,98.45491502812526,99.09272753326138,98.47173400097502,98.31758251267439
2024-01-01 01:36:00,96.28,98.66575586223708,98.75655056417573,99.47045645459056,98.11192216406963,98.04318471752929
2024-01-01 01:37:00,96.29333333333334,100.91827233270858,99.06309342707138,100.58473707103252,98.93737140251682,98.64868046401067
2024-01-01 01:38:00,96.30666666666667,97.78587784693141,99.37333383217847,99.98003156407671,98.39657593726109,98.21144521502747
2024-01-01 01:39:00,96.32,99.52286824333353,99.68604740235344,99.9303267964774,97.96646995744106,98.34288061571272
2024-01-01 01:40:00,96.33333333333333,101.22134318909741,100.0,100.7395769548682,99.19547482666609,98.96931681056338
2024-01-01 01:41:00,96.34666666666666,99.53996524850857,100.31395259764656,99.94799182420847,97.9000024682281,98.40532894422331
2024-01-01 01:42:00,96.36,101.1002875596045,100.62666616782153,100.57225473467507,98.90401547845244,99.08393306674519
2024-01-01 01:43:00,96.37333333333333,100.01396207912825,100.93690657292862,99.77835624395014,98.43301179162651,98.72078199709672
2024-01-01 01:44:00,96.38666666666667,99.40522560829751,101.24344943582427,101.49275558521634,97.73265866764791,99.01984205667071
2024-01-01 01:45:00,96.4,101.33674118171699,101.54508497187473,100.52520357349249,97.87000390519279,99.43283769976922
2024-01-01 01:46:00,96.41333333333333,100.5309684907416,101.8406227634234,99.92167907336835,99.17525431013652,100.15203749146526
2024-01-01 01:47:00,96.42666666666666,99.80474422985523,102.12889645782536,101.63465853743203,98.12406219785936,99.20274223068263
2024-01-01 01:48:00,96.44,98.00624369532315,102.40876837050857,101.84189882955988,98.3544876282507,99.86604248880481
2024-01-01 01:49:00,96.45333333333333,101.24816246822063,102.67913397489498,101.03166853167247,98.24965729026906,99.5906247031332
2024-01-01 01:50:00,96.46666666666667,98.63987935982249,102.93892626146237,101.2222659564722,97.99792927923522,99.88138039983944
2024-01-01 01:51:00,96.48,100.1559069014614,103.18711994874344,102.31018450408399,98.99845201286574,100.5649873158278
2024-01-01 01:52:00,96.49333333333334,98.77136838980762,103.42273552964345,101.51763703200972,99.19429467634899,100.03557859833772
2024-01-01 01:53:00,96.50666666666666,100.15997760752947,103.64484313710706,101.7316810928954,97.8956510536725,100.33876596574667
2024-01-01 01:54:00,96.52,100.25340779196868,103.85256621387894,102.48325280374158,98.37800743475216,100.0143597278474
2024-01-01 01:55:00,96.53333333333333,99.75403401324743,104.04508497187474,102.1439308579853,98.61778143812839,100.39167642325431
2024-01-01 01:56:00,96.54666666666667,101.02717218092445,104.22163962751007,103.14993554098092,98.74535835988817,99.9958674708003
2024-01-01 01:57:00,96.56,99.08795947573289,104.38153340021933,102.80391679672616,98.35298948113123,99.89435055243614
2024-01-01 01:58:00,96.57333333333334,99.58600707801078,104.52413526233009,102.76058794441363,98.50967055300494,100.0017531827479
2024-01-01 01:59:00,96.58666666666667,100.77210078820833,104.64888242944126,102.2613618582138,98.69189476330094,100.06210142096484
2024-01-01 02:00:00,96.6,99.08638791442532,104.75528258147577,102.28845393528769,98.54608073022125,100.26227754318226
2024-01-01 02:01:00,96.61333333333333,101.33230076938005,104.84291580564316,102.15989453910578,98.12548020485887,100.86788854167953
2024-01-01 02:02:00,96.62666666666667,99.74486204608631,104.91143625364344,102.0123866093603,97.88492279823063,101.03593497342634
2024-01-01 02:03:00,96.64,100.15993405418125,104.96057350657239,101.86026197408842,97.26446250422423,100.5685827864055
2024-01-01 02:04:00,96.65333333333334,99.41463034250664,104.99013364214136,101.94895130848265,99.2438882196071,100.7393266698067
2024-01-01 02:05:00,96.66666666666667,99.17363500432228,105.0,101.98177361565402,99.35036782048803,100.60387564178053
2024-01-01 02:06:00,96.68,100.94553782846837,104.99013364214136,102.77859127623606,98.58860731274137,99.9420843762922
2024-01-01 02:07:00,96.69333333333333,99.73885065357796,104.96057350657239,103.13727814782982,97.57508330105051,100.3045298725472
2024-01-01 02:08:00,96.70666666666666,98.89307692611264,104.91143625364344,102.57065568184898,98.78744832594174,100.72830987602073
2024-01-01 02:09:00,96.72,99.27132345847848,104.84291580564316,102.18041840630781,97.66079949804731,100.34117497322514
2024-01-01 02:10:00,96.73333333333333,98.28557061270787,104.75528258147577,102.41818565530177,98.28310839815914,100.42234085888843
2024-01-01 02:11:00,96.74666666666667,100.54256912110355,104.64888242944126,102.3784787872276,98.36655270219788,100.27196166907042
2024-01-01 02:12:00,96.76,102.02665149441451,104.52413526233009,101.32006598371632,97.81791909356204,100.22893806595165
2024-01-01 02:13:00,96.77333333333334,100.55030619928984,104.38153340021931,102.54705649800817,98.786278198583,100.05931329916416
2024-01-01 02:14:00,96.78666666666666,100.10158470778266,104.22163962751007,101.9076641073536,98.85417900579966,100.08852052555066
2024-01-01 02:15:00,96.8,98.66466963865895,104.04508497187474,100.8432514044762,98.64129551663908,100.28132434580301
2024-01-01 02:16:00,96.81333333333333,100.22397412654647,103.85256621387894,101.35338486652914,98.40762008584474,99.79462572070724
2024-01-01 02:17:00,96.82666666666667,100.52237928946815,103.64484313710706,101.64785081608522,98.36846188556243,100.52580052895746
2024-01-01 02:18:00,96.84,101.87712024839465,103.42273552964345,102.34403268976101,98.46724633209111,99.89346955789533
2024-01-01 02:19:00,96.85333333333334,99.84886442893895,103.18711994874344,102.45267604828322,99.01766343220737,100.15658790386719
2024-01-01 02:20:00,96.86666666666666,99.58860289840545,102.93892626146237,101.59236563920469,98.38213530590299,100.2089598885132
2024-01-01 02:21:00,96.88,98.9417378431861,102.67913397489498,101.89878205020301,98.68865324419014,100.15473028628635
2024-01-01 02:22:00,96.89333333333333,99.32465816044318,102.40876837050857,101.18951035980896,98.43232524550936,99.6452107491084
2024-01-01 02:23:00,96.90666666666667,99.46705370022109,102.12889645782536,101.25420368257281,98.21237776348309,99.62975494089005
2024-01-01 02:24:00,96.92,100.49600597183148,101.84062276342338,100.38605975680431,97.93584891922308,99.65405068650146
2024-01-01 02:25:00,96.93333333333334,99.27413121778889,101.54508497187474,100.55028222551405,99.15454589556795,99.59637729255785
2024-01-01 02:26:00,96.94666666666667,99.96265966050008,101.24344943582427,100.45259779201864,98.75948236213685,99.27902003600393
2024-01-01 02:27:00,96.96,101.69348041234552,100.93690657292862,100.499386836064,98.52409391710941,99.47988774762113
2024-01-01 02:28:00,96.97333333333333,99.64647573742478,100.62666616782153,100.50072736498839,98.71125540285678,99.4590184845925
2024-01-01 02:29:00,96.98666666666666,99.05415606051422,100.31395259764656,99.41878430700697,97.48111274266667,98.66629456721527
2024-01-01 02:30:00,97.0,101.25110478512535,100.0,99.31833212592448,98.72855343156277,99.22910253107483
2024-01-01 02:31:00,97.01333333333334,100.30590686741816,99.68604740235344,100.18845125742871,98.69764883806386,98.91030597013207
2024-01-01 02:32:00,97.02666666666667,99.59288221057288,99.37333383217849,99.39598652734084,99.01692682780052,98.83865722927185
2024-01-01 02:33:00,97.04,101.41827919773974,99.06309342707138,100.39231706674681,98.15957957192096,98.71401359923816
2024-01-01 02:34:00,97.05333333333333,102.35013353929097,98.75655056417573,99.43716974368795,98.84217350834084,98.44802938273303
2024-01-01 02:35:00,97.06666666666666,99.49647958197275,98.45491502812527,99.9855969810222,99.19271493726666,98.3202616370097
2024-01-01 02:36:00,97.08,99.08673142219219,98.15937723657662,99.80117020952387,98.906430073259,98.26618476974369
2024-01-01 02:37:00,97.09333333333333,99.46303463640118,97.87110354217464,99.47787043866211,99.91745015725908,98.60319698225896
2024-01-01 02:38:00,97.10666666666667,101.98023721780667,97.59123162949142,99.24441454661566,98.713296991562,97.62106498499662
2024-01-01 02:39:00,97.12,100.56573049590192,97.32086602510502,98.14572503183392,97.91519500084421,98.0578316531122
2024-01-01 02:40:00,97.13333333333334,100.59191190856488,97.06107373853763,98.54062287072261,98.46609401601265,98.03629230363062
2024-01-01 02:41:00,97.14666666666666,100.01180506473828,96.81288005125656,98.8930073926715,98.15091489043851,98.52127219028665
2024-01-01 02:42:00,97.16,99.97997686883777,96.57726447035657,98.26269472674346,99.19885661915349,98.46044099807943
2024-01-01 02:43:00,97.17333333333333,100.65882724337268,96.35515686289295,99.20000120009168,98.92751339098601,98.08006118421729
2024-01-01 02:44:00,97.18666666666667,98.37965134184655,96.14743378612106,97.82547338445394,98.37236531714768,97.59330494970943
2024-01-01 02:45:00,97.2,101.48986634266831,95.95491502812527,97.70494817071891,98.6653022659936,97.28181176506048
2024-01-01 02:46:00,97.21333333333334,99.72523736580555,95.77836037248993,98.03783029096729,99.2877094153773,98.71330125154189
2024-01-01 02:47:00,97.22666666666666,99.83813231394645,95.61846659978067,97.33253493260571,99.41862258791585,97.7511879684641
2024-01-01 02:48:00,97.24,100.54518957058093,95.4758647376699,97.80858182667531,98.1153243053243,97.99214464312483
2024-01-01 02:49:00,97.25333333333333,99.90424597894692,95.35111757055874,97.75935400869767,98.3041190072189,97.6214173897655
2024-01-01 02:50:00,97.26666666666667,100.25248410790145,95.24471741852423,97.96882563480997,99.139931497288,97.72608533444229
2024-01-01 02:51:00,97.28,99.5049676461814,95.15708419435684,97.49290082980808,98.58638690998228,96.7108899569685
2024-01-01 02:52:00,97.29333333333334,101.25945647451455,95.08856374635656,98.85495583371772,98.0806922009605,97.13046989228815
2024-01-01 02:53:00,97.30666666666667,99.64192786362813,95.03942649342761,98.15594066867595,98.78130174632983,97.75713366842199
2024-01-01 02:54:00,97.32,101.60130997067151,95.00986635785864,97.32140454054192,98.29678037179231,97.61688310495963
2024-01-01 02:55:00,97.33333333333333,99.30030588550873,95.0,97.56189590036698,98.62678030707545,97.6671383967345
2024-01-01 02:56:00,97.34666666666666,99.54481829041536,95.00986635785864,97.39608292530258,98.02171124078615,96.96292694609008
2024-01-01 02:57:00,97.36,101.01370067614181,95.03942649342761,96.85243834575927,99.18515844468851,97.85343054413768
2024-01-01 02:58:00,97.37333333333333,101.48714776368149,95.08856374635656,97.21112345787051,98.92594853498923,97.6749984539545
2024-01-01 02:59:00,97.38666666666667,100.77404403582916,95.15708419435684,97.47421854470163,98.56198455532635,97.67009477811655
2024-01-01 03:00:00,97.4,101.17244682966819,95.24471741852423,96.88697700894535,98.8777340874414,97.7131516121962
2024-01-01 03:01:00,97.41333333333333,98.14844327879567,95.35111757055874,98.32957929790996,98.92659255244278,96.7726471082666
2024-01-01 03:02:00,97.42666666666666,99.04814695247381,95.4758647376699,98.29434658305492,99.45035331823743,96.96032825095243
2024-01-01 03:03:00,97.44,100.854182922954,95.61846659978067,98.2120342469062,98.88587912757347,97.61224658607807
2024-01-01 03:04:00,97.45333333333333,101.40872954046787,95.77836037248991,98.43122647305069,98.76821163520421,98.01857715564591
2024-01-01 03:05:00,97.46666666666667,99.05397860235928,95.95491502812526,97.83631271575295,98.88908150539966,97.67028864985927
2024-01-01 03:06:00,97.48,99.7009275054333,96.14743378612106,98.2368717344534,98.55581216630785,97.4202615986573
2024-01-01 03:07:00,97.49333333333334,102.21611640964488,96.35515686289294,98.05952443261955,99.43352430192309,98.63127932661128
2024-01-01 03:08:00,97.50666666666666,101.30000313094074,96.57726447035655,98.95892146958846,98.38811379483391,98.15115450808541
2024-01-01 03:09:00,97.52,100.04851787339683,96.81288005125656,97.8373962626308,98.18351858466539,98.46286748804393
2024-01-01 03:10:00,97.53333333333333,99.91233508134515,97.06107373853763,98.33305971482577,98.87553003959164,98.13641089178509
2024-01-01 03:11:00,97.54666666666667,99.70286846114354,97.32086602510502,99.50258041473634,98.95802335587808,98.23433217932342
2024-01-01 03:12:00,97.56,97.28551515528036,97.59123162949142,99.43176016810477,98.17445834683235,98.27566297122239
2024-01-01 03:13:00,97.57333333333334,98.31306327974788,97.87110354217462,99.98951165319582,98.71871898504062,98.64396133953825
2024-01-01 03:14:00,97.58666666666667,98.78264487612456,98.1593772365766,98.91638550831154,99.02933355215507,99.40053531438234
2024-01-01 03:15:00,97.6,99.60597912694566,98.45491502812526,99.35267264080773,99.21380214335305,99.07323374202281
2024-01-01 03:16:00,97.61333333333333,100.10893983749253,98.75655056417573,98.75356365586813,98.32817637526311,99.05106150946158
2024-01-01 03:17:00,97.62666666666667,100.89212176792333,99.06309342707137,98.99508608817142,98.64645255701458,98.75023568786764
2024-01-01 03:18:00,97.64,99.81054087136133,99.37333383217847,99.28131565232346,99.05913291547529,99.12034348851529
2024-01-01 03:19:00,97.65333333333334,99.12213857650984,99.68604740235344,99.32996348505755,98.39135012891305,99.08171368594806
2024-01-01 03:20:00,97.66666666666667,99.16613486764217,100.0,99.6855688403135,99.24614233118533,98.92250936215383
2024-01-01 03:21:00,97.68,100.43247711677962,100.31395259764656,100.94479354390539,98.89733821305293,98.68106829103401
2024-01-01 03:22:00,97.69333333333333,100.49602260869001,100.62666616782151,100.03633332274666,98.8576191091471,99.77547279765686
2024-01-01 03:23:00,97.70666666666666,98.50150112889672,100.93690657292862,99.19195016807082,99.40312129416964,99.72534235461124
2024-01-01 03:24:00,97.72,100.29196833396584,101.24344943582427,100.17206996838374,98.23444384241319,99.03445226117087
2024-01-01 03:25:00,97.73333333333333,99.13393457420139,101.54508497187473,99.83606942465524,98.11724937194407,99.66201302064759
2024-01-01 03:26:00,97.74666666666667,100.69791694739867,101.84062276342338,100.68075871987375,98.76938002039304,99.91888713514955
2024-01-01 03:27:00,97.76,101.38095813349544,102.12889645782536,100.79117199874779,98.91047025521812,99.96355574409064
2024-01-01 03:28:00,97.77333333333334,100.05474550988816,102.40876837050858,101.91253069243558,99.357864792565,99.95942304258965
2024-01-01 03:29:00,97.78666666666666,99.25936927896628,102.67913397489498,101.23737577844044,98.9352748511032,100.10145035506783
2024-01-01 03:30:00,97.8,100.02195785613083,102.93892626146237,101.52165464464557,98.76960622865387,100.6840469178167
2024-01-01 03:31:00,97.81333333333333,101.09409349770381,103.18711994874344,101.64048723031895,98.5709248840082,100.64116682265849
2024-01-01 03:32:00,97.82666666666667,100.78799721101764,103.42273552964345,101.04836027628177,99.45266093579933,100.08790652707266
2024-01-01 03:33:00,97.84,98.1889081865393,103.64484313710706,102.16023819790837,98.56224479671863,100.30494815811771
2024-01-01 03:34:00,97.85333333333334,100.46208420457037,103.85256621387894,102.04612930614306,98.83408603172981,101.40281449867746
2024-01-01 03:35:00,97.86666666666666,100.52364905920179,104.04508497187473,101.88252199717232,98.25141312854088,100.93673332273262
2024-01-01 03:36:00,97.88,100.26297850659292,104.22163962751007,102.01625284764705,99.08804365901607,100.85804752190221
2024-01-01 03:37:00,97.89333333333333,99.78961530126048,104.38153340021931,101.67315373153708,99.16059170463379,101.00080645207514
2024-01-01 03:38:00,97.90666666666667,100.68857335039262,104.52413526233009,102.8393344676048,97.95722338376711,100.02961441360242
2024-01-01 03:39:00,97.92,100.48871170714114,104.64888242944126,103.17139531614305,99.39947964300575,101.01294237401233
2024-01-01 03:40:00,97.93333333333334,99.82314007167875,104.75528258147577,101.72654555897222,99.43104466098512,100.94977435393872
2024-01-01 03:41:00,97.94666666666667,101.00149626112209,104.84291580564316,102.88548254512756,98.99546230120512,100.89509966412193
2024-01-01 03:42:00,97.96,99.19191498974914,104.91143625364344,101.99975482104082,99.412509264785,100.49133470276401
2024-01-01 03:43:00,97.97333333333333,100.83364664589678,104.96057350657239,102.94281308538122,99.63981895238075,100.62337710068266
2024-01-01 03:44:00,97.98666666666666,99.04582281391666,104.99013364214136,101.49835329391075,99.12308971564494,100.85218851525211
2024-01-01 03:45:00,98.0,98.5890360917463,105.0,102.71343895985916,98.41144375255931,100.46198867235948
2024-01-01 03:46:00,98.01333333333334,99.434017217436,104.99013364214136,102.07998687730145,98.64084918798902,100.97973585123111
2024-01-01 03:47:00,98.02666666666667,99.70651332919579,104.96057350657239,102.04291023389919,98.61410316272499,100.78217851806737
2024-01-01 03:48:00,98.04,99.54634101767512,104.91143625364344,102.47336247251519,99.89944338884825,100.54869664491186
2024-01-01 03:49:00,98.05333333333333,100.7649841187575,104.84291580564316,102.50451682601363,99.33944717641862,101.49951640861
2024-01-01 03:50:00,98.06666666666666,99.87853919396788,104.75528258147577,101.83185103433306,99.07356669456752,100.93438063441539
2024-01-01 03:51:00,98.08,102.24964595179621,104.64888242944126,101.57077736691812,98.50980415578688,100.62300037372302
2024-01-01 03:52:00,98.09333333333333,99.57784115173374,104.52413526233009,101.86797586523195,99.09667205956453,100.94334808890517
2024-01-01 03:53:00,98.10666666666667,100.6524846750249,104.38153340021931,102.76106163284157,98.95107383487196,100.86545871468796
